Order,Family,Order,Family,AcceptedGenus_COL,AcceptedName_COL,sp_id,X,Y,Year,Density_km
Proboscidea,Elephantidae,Proboscidea,Elephantidae,Loxodonta,Loxodonta africana,M_280,10.1,-2.4,1999,1.07E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Alcelaphus,Alcelaphus buselaphus,M_13,35.583,-3.167,1974,1.07E+00
Cetartiodactyla,Cervidae,Cetartiodactyla,Cervidae,Odocoileus,Odocoileus virginianus,M_352,-98.192,21.1,2014,1.07E+00
Primates,Cercopithecidae,Primates,Cercopithecidae,Papio,Papio cynocephalus,M_381,77.54,12.17,2013,1.07E+00
Primates,Hominidae,Primates,Hominidae,Pongo,Pongo pygmaeus,M_429,97.9,3.1,1998,1.07E+00
Chiroptera,Phyllostomidae,Chiroptera,Phyllostomidae,Desmodus,Desmodus rotundus,M_719,-48.67,-24.6,1980,1.07E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Capra,Capra sibirica,M_743,14.76,47.3,2016,1.07E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Raphicerus,Raphicerus melanotis,M_459,20.46,-34,1995,1.07E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Nanger,Nanger granti,M_330,36.09,-0.39,1993,1.08E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Taurotragus,Taurotragus oryx,M_539,35.583,-3.167,1978,1.08E+00
Carnivora,Canidae,Carnivora,Canidae,Vulpes,Vulpes vulpes,M_648,22.87,54.28,1995,1.08E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Capra,Capra sibirica,M_743,6.29,44.8,2013,1.08E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Capra,Capra sibirica,M_743,7.09,44.51,2014,1.08E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Bos,Bos grunniens,M_54,92,35.83,1997,1.08E+00
Proboscidea,Elephantidae,Proboscidea,Elephantidae,Loxodonta,Loxodonta africana,M_280,26,-16,2004,1.08E+00
Primates,Cercopithecidae,Primates,Cercopithecidae,Chlorocebus,Chlorocebus tantalus,M_148,36.05,-0.41,1970,1.09E+00
Primates,Hominidae,Primates,Hominidae,Pan,Pan troglodytes,M_375,13.18333333,3.6945,2000,1.09E+00
Cetartiodactyla,Suidae,Cetartiodactyla,Suidae,Sus,Sus scrofa,M_516,75.05,13.5,2007,1.09E+00
Perissodactyla,Tapiridae,Perissodactyla,Tapiridae,Tapirus,Tapirus terrestris,M_535,-55.4,-24.1,1997,1.09E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Taurotragus,Taurotragus oryx,M_539,35.583,-3.167,1972,1.09E+00
Cetartiodactyla,Tayassuidae,Cetartiodactyla,Tayassuidae,Tayassu,Tayassu pecari,M_541,-88.88,16.48,2015,1.09E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Capra,Capra sibirica,M_743,13.55,46.33,2004,1.09E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Capra,Capra sibirica,M_743,12.5,47.16,2016,1.09E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Capra,Capra sibirica,M_743,7.54,45.48,2013,1.09E+00
Proboscidea,Elephantidae,Proboscidea,Elephantidae,Loxodonta,Loxodonta africana,M_280,35.1,-1.5,2002,1.10E+00
Dasyuromorphia,Dasyuridae,Dasyuromorphia,Dasyuridae,Sarcophilus,Sarcophilus harrisii,M_641,145,-41.79,2016,1.10E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Cephalophus,Cephalophus silvicultor,M_106,10.35,-2.5,2011,1.10E+00
Cetartiodactyla,Cervidae,Cetartiodactyla,Cervidae,Cervus,Cervus elaphus,M_133,136.3,45.03,1978,1.10E+00
Cetartiodactyla,Cervidae,Cetartiodactyla,Cervidae,Cervus,Cervus elaphus,M_133,136.3,45.03,1996,1.10E+00
Cetartiodactyla,Cervidae,Cetartiodactyla,Cervidae,Cervus,Cervus elaphus,M_133,136.3,45.03,1975,1.10E+00
Cetartiodactyla,Cervidae,Cetartiodactyla,Cervidae,Cervus,Cervus elaphus,M_133,136.3,45.03,1990,1.10E+00
Cetartiodactyla,Cervidae,Cetartiodactyla,Cervidae,Cervus,Cervus elaphus,M_133,136.3,45.03,2002,1.10E+00
Cetartiodactyla,Cervidae,Cetartiodactyla,Cervidae,Cervus,Cervus elaphus,M_133,136.3,45.03,1985,1.10E+00
Cetartiodactyla,Cervidae,Cetartiodactyla,Cervidae,Alces,Alces americanus,M_16,16.7,59,1991,1.10E+00
Cetartiodactyla,Cervidae,Cetartiodactyla,Cervidae,Alces,Alces americanus,M_16,16,59.7,1981,1.10E+00
Cetartiodactyla,Cervidae,Cetartiodactyla,Cervidae,Alces,Alces americanus,M_16,14.2,60.2,1998,1.10E+00
Cetartiodactyla,Cervidae,Cetartiodactyla,Cervidae,Alces,Alces americanus,M_16,18,59.5,1981,1.10E+00
Cetartiodactyla,Cervidae,Cetartiodactyla,Cervidae,Alces,Alces americanus,M_16,18,59.5,1991,1.10E+00
Carnivora,Mustelidae,Carnivora,Mustelidae,Eira,Eira barbara,M_180,-74.16666667,2.66666667,1992,1.10E+00
Cetartiodactyla,Cervidae,Cetartiodactyla,Cervidae,Muntiacus,Muntiacus muntjak,M_318,86.34,21.79,2011,1.10E+00
Cetartiodactyla,Cervidae,Cetartiodactyla,Cervidae,Odocoileus,Odocoileus virginianus,M_352,-78.88,38.56,2013,1.10E+00
Primates,Hominidae,Primates,Hominidae,Pan,Pan troglodytes,M_375,11.41666667,-0.416666667,1989,1.10E+00
Cetartiodactyla,Tayassuidae,Cetartiodactyla,Tayassuidae,Pecari,Pecari tajacu,M_387,-71.7,-12.1,2006,1.10E+00
Cetartiodactyla,Tayassuidae,Cetartiodactyla,Tayassuidae,Pecari,Pecari tajacu,M_387,-51.873611,-7.5,1995,1.10E+00
Primates,Pitheciidae,Primates,Pitheciidae,Pithecia,Pithecia irrorata,M_425,-71.7,-12.1,2006,1.10E+00
Primates,Hominidae,Primates,Hominidae,Pongo,Pongo pygmaeus,M_429,117.8,4.966666667,1987,1.10E+00
Primates,Hominidae,Primates,Hominidae,Pongo,Pongo pygmaeus,M_429,113,-1.44,2005,1.10E+00
Primates,Hominidae,Primates,Hominidae,Pongo,Pongo pygmaeus,M_429,117.7472,5.0214,2009,1.10E+00
Primates,Atelidae,Primates,Atelidae,Ateles,Ateles chamek,M_43,-64.96666667,-3.533333333,1985,1.10E+00
Cetartiodactyla,Suidae,Cetartiodactyla,Suidae,Sus,Sus scrofa,M_516,78.333,30.25,2005,1.10E+00
Primates,Atelidae,Primates,Atelidae,Brachyteles,Brachyteles hypoxanthus,M_57,-40.58333333,-19.725,1989,1.10E+00
Diprotodontia,Macropodidae,Diprotodontia,Macropodidae,Macropus,Macropus rufus,M_573,138,-30,2015,1.10E+00
Lagomorpha,Leporidae,Lagomorpha,Leporidae,Lepus,Lepus europaeus,M_577,9.67,45.16,2000,1.10E+00
Lagomorpha,Leporidae,Lagomorpha,Leporidae,Lepus,Lepus europaeus,M_577,9.55,45.14,2000,1.10E+00
Lagomorpha,Leporidae,Lagomorpha,Leporidae,Lepus,Lepus europaeus,M_577,7.5255,47.4208,2006,1.10E+00
Primates,Pitheciidae,Primates,Pitheciidae,Plecturocebus,Plecturocebus cupreus,M_63,-74.16666667,2.66666667,1992,1.10E+00
Primates,Pitheciidae,Primates,Pitheciidae,Plecturocebus,Plecturocebus cupreus,M_63,-66.23333333,-3.283333333,1987,1.10E+00
Primates,Pitheciidae,Primates,Pitheciidae,Plecturocebus,Plecturocebus cupreus,M_63,-72.81666667,-8.366666667,1987,1.10E+00
Carnivora,Canidae,Carnivora,Canidae,Vulpes,Vulpes vulpes,M_648,-2.64,51.51,1999,1.10E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Capra,Capra sibirica,M_743,10.31,46.51,2004,1.10E+00
Diprotodontia,Macropodidae,Diprotodontia,Macropodidae,Setonix,Setonix brachyurus,M_748,116.014,-33.269,2000,1.10E+00
Microbiotheria,Microbiotheriidae,Microbiotheria,Microbiotheriidae,Dromiciops,Dromiciops gliroides,M_781,-73.66,-41.93,2007,1.10E+00
Carnivora,Canidae,Carnivora,Canidae,Canis,Canis aureus,M_89,25.97,41.95,2018,1.10E+00
Cetartiodactyla,Cervidae,Cetartiodactyla,Cervidae,Capreolus,Capreolus capreolus,M_91,136.3,45.03,1996,1.10E+00
Cetartiodactyla,Suidae,Cetartiodactyla,Suidae,Potamochoerus,Potamochoerus larvatus,M_430,38.16,-4.16,2015,1.11E+00
Primates,Cercopithecidae,Primates,Cercopithecidae,Cercopithecus,Cercopithecus ascanius,M_113,8.55,5.22,2016,1.11E+00
Primates,Cercopithecidae,Primates,Cercopithecidae,Cercopithecus,Cercopithecus mona,M_125,10.4,3.07,2003,1.11E+00
Cetartiodactyla,Suidae,Cetartiodactyla,Suidae,Sus,Sus scrofa,M_516,9.2,44.56,1991,1.11E+00
Primates,Lemuridae,Primates,Lemuridae,Varecia,Varecia variegata,M_568,48.541,-18.952,2003,1.11E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Capra,Capra sibirica,M_743,8.42,46.45,2004,1.11E+00
Dasyuromorphia,Dasyuridae,Dasyuromorphia,Dasyuridae,Sarcophilus,Sarcophilus harrisii,M_641,146.76,-42.65,2006,1.11E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Gazella,Gazella dorcas,M_211,42.3,11.8,1996,1.11E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Pelea,Pelea capreolus,M_389,29.01,-28.4,1996,1.11E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Redunca,Redunca fulvorufula,M_466,29.01,-28.4,1996,1.11E+00
Primates,Cercopithecidae,Primates,Cercopithecidae,Cercopithecus,Cercopithecus mona,M_125,10.4,3.07,2003,1.12E+00
Primates,Hominidae,Primates,Hominidae,Pan,Pan troglodytes,M_375,30.425,0.45,1996,1.12E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Syncerus,Syncerus caffer,M_521,17.3,-20.3,2011,1.12E+00
Carnivora,Felidae,Carnivora,Felidae,Leptailurus,Leptailurus serval,M_637,29.175431,-26.529339,2014,1.12E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Capra,Capra sibirica,M_743,14.58,46.35,2004,1.12E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Capra,Capra sibirica,M_743,8.33,46.24,2012,1.12E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Taurotragus,Taurotragus oryx,M_539,20.56,-34.4,1996,1.12E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Hippotragus,Hippotragus equinus,M_234,-4.75,9.9,1997,1.13E+00
Carnivora,Mustelidae,Carnivora,Mustelidae,Meles,Meles meles,M_603,17.14,48.94,1997,1.13E+00
Primates,Hominidae,Primates,Hominidae,Pongo,Pongo pygmaeus,M_429,113.8,-2.3,2000,1.13E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Syncerus,Syncerus caffer,M_521,36.05,-0.41,1970,1.13E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Taurotragus,Taurotragus oryx,M_539,17.3,-20.3,2012,1.13E+00
Carnivora,Ursidae,Carnivora,Ursidae,Helarctos,Helarctos malayanus,M_597,102.5,4.772178,2000,1.13E+00
Carnivora,Mustelidae,Carnivora,Mustelidae,Martes,Martes americana,M_802,-124.1,43.7,2015,1.13E+00
Dasyuromorphia,Dasyuridae,Dasyuromorphia,Dasyuridae,Sarcophilus,Sarcophilus harrisii,M_641,145,-41.79,2005,1.13E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Syncerus,Syncerus caffer,M_521,35.14,-1.49,1996,1.13E+00
Proboscidea,Elephantidae,Proboscidea,Elephantidae,Loxodonta,Loxodonta africana,M_280,31.4,-24.1,2006,1.13E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Syncerus,Syncerus caffer,M_521,22.95754,-19.29805,2008,1.14E+00
Primates,Hominidae,Primates,Hominidae,Pongo,Pongo pygmaeus,M_429,111.97,1.22,2003,1.14E+00
Primates,Hominidae,Primates,Hominidae,Pongo,Pongo pygmaeus,M_429,97.4,4.7,1998,1.14E+00
Primates,Hominidae,Primates,Hominidae,Pongo,Pongo pygmaeus,M_429,99.1,1.56,2003,1.14E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Syncerus,Syncerus caffer,M_521,17.3,-20.3,2012,1.14E+00
Rodentia,Dasyproctidae,Rodentia,Dasyproctidae,Myoprocta,Myoprocta pratti,M_584,-71.7,-12.1,2006,1.14E+00
Carnivora,Canidae,Carnivora,Canidae,Canis,Canis aureus,M_89,35.25,-2.35,1986,1.14E+00
Proboscidea,Elephantidae,Proboscidea,Elephantidae,Loxodonta,Loxodonta africana,M_280,31,-24.2,2006,1.14E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Oryx,Oryx beisa,M_360,40,9,1995,1.14E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Syncerus,Syncerus caffer,M_521,30.37,-3.12,1988,1.15E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Syncerus,Syncerus caffer,M_521,29.45,-15.9,1995,1.15E+00
Carnivora,Herpestidae,Carnivora,Herpestidae,Mungos,Mungos mungo,M_775,38.16,-4.16,2015,1.15E+00
Proboscidea,Elephantidae,Proboscidea,Elephantidae,Loxodonta,Loxodonta africana,M_280,29.5,4.2,2004,1.15E+00
Primates,Cercopithecidae,Primates,Cercopithecidae,Papio,Papio cynocephalus,M_381,37.16666667,-2.683333333,1984,1.15E+00
Primates,Hominidae,Primates,Hominidae,Pongo,Pongo pygmaeus,M_429,117.7472,5.0214,2007,1.15E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Syncerus,Syncerus caffer,M_521,35.583,-3.167,1972,1.15E+00
Proboscidea,Elephantidae,Proboscidea,Elephantidae,Loxodonta,Loxodonta africana,M_280,28.4,-17.1,2006,1.15E+00
Perissodactyla,Equidae,Perissodactyla,Equidae,Equus,Equus quagga,M_185,37.6,-2.9,2013,1.16E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Nanger,Nanger granti,M_330,35,-1.5,1994,1.16E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Tragelaphus,Tragelaphus strepsiceros,M_564,31.28,-27.5,1994,1.16E+00
Primates,Cercopithecidae,Primates,Cercopithecidae,Macaca,Macaca mulatta,M_287,89.00833,22.00833,2012,1.16E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Nanger,Nanger granti,M_330,35.583,-3.167,2012,1.16E+00
Carnivora,Mustelidae,Carnivora,Mustelidae,Meles,Meles meles,M_603,-0.77,52.72,1996,1.16E+00
Carnivora,Mustelidae,Carnivora,Mustelidae,Meles,Meles meles,M_603,15.47,59.72,1989,1.16E+00
Carnivora,Canidae,Carnivora,Canidae,Vulpes,Vulpes vulpes,M_648,13.17,43.61,1987,1.16E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Capra,Capra sibirica,M_743,10.52,46.4,2013,1.16E+00
Cetartiodactyla,Giraffidae,Cetartiodactyla,Giraffidae,Giraffa,Giraffa camelopardalis,M_218,38.16,-4.16,2015,1.17E+00
Primates,Hominidae,Primates,Hominidae,Pan,Pan troglodytes,M_375,9.333,6.167,2000,1.17E+00
Primates,Hominidae,Primates,Hominidae,Gorilla,Gorilla gorilla,M_222,16.331,2.74,1984,1.17E+00
Lagomorpha,Leporidae,Lagomorpha,Leporidae,Lepus,Lepus europaeus,M_577,16.75,52.15,1999,1.17E+00
Carnivora,Canidae,Carnivora,Canidae,Vulpes,Vulpes vulpes,M_648,-0.77,52.72,1997,1.17E+00
Lagomorpha,Leporidae,Lagomorpha,Leporidae,Lepus,Lepus insularis,M_656,-110.368,24.5,2014,1.17E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Capra,Capra sibirica,M_743,7.54,45.48,2010,1.17E+00
Rodentia,Dasyproctidae,Rodentia,Dasyproctidae,Myoprocta,Myoprocta pratti,M_584,-75.6,-0.95,2005,1.17E+00
Proboscidea,Elephantidae,Proboscidea,Elephantidae,Elephas,Elephas maximus,M_183,117.2,4.8,2007,1.18E+00
Cetartiodactyla,Cervidae,Cetartiodactyla,Cervidae,Odocoileus,Odocoileus virginianus,M_352,-89.6,17.35,2001,1.18E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Tragelaphus,Tragelaphus imberbis,M_561,35.26736,6.83875,2016,1.18E+00
Carnivora,Felidae,Carnivora,Felidae,Neofelis,Neofelis nebulosa,M_618,20.129,103.302,2017,1.18E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Capra,Capra sibirica,M_743,6.29,44.8,2014,1.18E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Capra,Capra sibirica,M_743,10.47,46.32,2013,1.18E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Capra,Capra sibirica,M_743,7.12,45.05,2004,1.18E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Tragelaphus,Tragelaphus scriptus,M_562,-8,12.6,1996,1.18E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Nanger,Nanger granti,M_330,35.583,-3.167,2012,1.19E+00
Primates,Hominidae,Primates,Hominidae,Pongo,Pongo pygmaeus,M_429,117.45,5.45,2002,1.19E+00
Cetartiodactyla,Cervidae,Cetartiodactyla,Cervidae,Rusa,Rusa unicolor,M_478,90.4,27.21,2005,1.19E+00
Cetartiodactyla,Cervidae,Cetartiodactyla,Cervidae,Rusa,Rusa unicolor,M_478,90.4,27.2,2005,1.19E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Syncerus,Syncerus caffer,M_521,17.3,-20.3,2013,1.19E+00
Proboscidea,Elephantidae,Proboscidea,Elephantidae,Loxodonta,Loxodonta cyclotis,M_738,12.71,0.21,2018,1.19E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Capra,Capra sibirica,M_743,13.93,47.36,2016,1.19E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Capra,Capra sibirica,M_743,10.45,46.01,2004,1.19E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Aepyceros,Aepyceros melampus,M_11,26.56,-19,1996,1.19E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Tragelaphus,Tragelaphus imberbis,M_561,38.16,-4.16,2015,1.20E+00
Cetartiodactyla,Cervidae,Cetartiodactyla,Cervidae,Cervus,Cervus elaphus,M_133,136.3,45.03,1998,1.20E+00
Cetartiodactyla,Cervidae,Cetartiodactyla,Cervidae,Cervus,Cervus elaphus,M_133,136.3,45.03,1984,1.20E+00
Cetartiodactyla,Cervidae,Cetartiodactyla,Cervidae,Cervus,Cervus elaphus,M_133,136.3,45.03,2001,1.20E+00
Primates,Cercopithecidae,Primates,Cercopithecidae,Chlorocebus,Chlorocebus tantalus,M_148,36.05,-0.41,1970,1.20E+00
Primates,Cercopithecidae,Primates,Cercopithecidae,Colobus,Colobus guereza,M_150,28.58333333,1.85,1986,1.20E+00
Carnivora,Hyaenidae,Carnivora,Hyaenidae,Crocuta,Crocuta crocuta,M_157,39.75,13.5,2012,1.20E+00
Cetartiodactyla,Cervidae,Cetartiodactyla,Cervidae,Alces,Alces americanus,M_16,17.5,59.9,1991,1.20E+00
Cetartiodactyla,Cervidae,Cetartiodactyla,Cervidae,Alces,Alces americanus,M_16,16.1,57.2,1981,1.20E+00
Cetartiodactyla,Cervidae,Cetartiodactyla,Cervidae,Alces,Alces americanus,M_16,15,59.2,1991,1.20E+00
Cetartiodactyla,Cervidae,Cetartiodactyla,Cervidae,Alces,Alces americanus,M_16,12.6,60.7,1998,1.20E+00
Rodentia,Dasyproctidae,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta azarae,M_168,-56.65,-18.98,2003,1.20E+00
Cingulata,Dasypodidae,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,M_169,-61.66666667,3.41666667,1997,1.20E+00
Primates,Atelidae,Primates,Atelidae,Alouatta,Alouatta macconnelli,M_21,-61.43333333,3.366666667,1992,1.20E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Gazella,Gazella bennettii,M_210,71.05,20.8,2019,1.20E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Kobus,Kobus vardonii,M_256,37.44,-8.85,1990,1.20E+00
Primates,Atelidae,Primates,Atelidae,Lagothrix,Lagothrix lagothricha,M_257,-71.7,-12.1,2006,1.20E+00
Lagomorpha,Leporidae,Lagomorpha,Leporidae,Lepus,Lepus timidus,M_275,-6.658222,54.755861,2013,1.20E+00
Lagomorpha,Leporidae,Lagomorpha,Leporidae,Lepus,Lepus timidus,M_275,-6.658222,54.755861,2013,1.20E+00
Proboscidea,Elephantidae,Proboscidea,Elephantidae,Loxodonta,Loxodonta africana,M_280,14.5,2.4,1998,1.20E+00
Cetartiodactyla,Cervidae,Cetartiodactyla,Cervidae,Muntiacus,Muntiacus muntjak,M_318,81.5,28.3,1997,1.20E+00
Cetartiodactyla,Cervidae,Cetartiodactyla,Cervidae,Muntiacus,Muntiacus muntjak,M_318,86.34,21.79,2011,1.20E+00
Primates,Hominidae,Primates,Hominidae,Pan,Pan troglodytes,M_375,-7.3431,6.7381,1989,1.20E+00
Cetartiodactyla,Tayassuidae,Cetartiodactyla,Tayassuidae,Pecari,Pecari tajacu,M_387,-56.09333333,-2.99944444,2000,1.20E+00
Primates,Hominidae,Primates,Hominidae,Pongo,Pongo pygmaeus,M_429,117.7472,5.0214,2006,1.20E+00
Primates,Hominidae,Primates,Hominidae,Pongo,Pongo pygmaeus,M_429,117.7472,5.0214,2014,1.20E+00
Primates,Hominidae,Primates,Hominidae,Pongo,Pongo pygmaeus,M_429,117.7472,5.0214,2013,1.20E+00
Primates,Hominidae,Primates,Hominidae,Pongo,Pongo pygmaeus,M_429,117.7472,5.0214,2010,1.20E+00
Primates,Hominidae,Primates,Hominidae,Pongo,Pongo pygmaeus,M_429,117.7472,5.0214,2012,1.20E+00
Cetartiodactyla,Suidae,Cetartiodactyla,Suidae,Sus,Sus scrofa,M_516,-123,38.5,1994,1.20E+00
Cetartiodactyla,Suidae,Cetartiodactyla,Suidae,Sus,Sus scrofa,M_516,-123,38.5,1995,1.20E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Syncerus,Syncerus caffer,M_521,17.3,-20.3,2011,1.20E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Syncerus,Syncerus caffer,M_521,17.3,-20.3,2012,1.20E+00
Perissodactyla,Tapiridae,Perissodactyla,Tapiridae,Tapirus,Tapirus terrestris,M_535,-73.333,-1.5,2008,1.20E+00
Rodentia,Dasyproctidae,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta leporina,M_576,-68.15,8.83333333,1997,1.20E+00
Lagomorpha,Leporidae,Lagomorpha,Leporidae,Lepus,Lepus europaeus,M_577,25.97,41.95,2020,1.20E+00
Lagomorpha,Leporidae,Lagomorpha,Leporidae,Lepus,Lepus europaeus,M_577,7.5255,47.4208,2009,1.20E+00
Primates,Pitheciidae,Primates,Pitheciidae,Plecturocebus,Plecturocebus cupreus,M_63,-64.96666667,-3.533333333,1985,1.20E+00
Primates,Pitheciidae,Primates,Pitheciidae,Plecturocebus,Plecturocebus cupreus,M_63,-66.01666667,-3.316666667,1987,1.20E+00
Carnivora,Canidae,Carnivora,Canidae,Vulpes,Vulpes vulpes,M_648,-6.46,37.03,2018,1.20E+00
Primates,Pitheciidae,Primates,Pitheciidae,Cheracebus,Cheracebus lucifer,M_66,-71.8,-5.46,2006,1.20E+00
Carnivora,Mustelidae,Carnivora,Mustelidae,Galictis,Galictis vittata,M_694,-74.16666667,2.66666667,1992,1.20E+00
Rodentia,Erethizontidae,Rodentia,Erethizontidae,Coendou,Coendou prehensilis,M_704,-61.66666667,3.41666667,1997,1.20E+00
Carnivora,Felidae,Carnivora,Felidae,Leopardus,Leopardus geoffroyi,M_740,-65.55,-37.95,2006,1.20E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Capra,Capra sibirica,M_743,10.39,46.72,2014,1.20E+00
Cetartiodactyla,Cervidae,Cetartiodactyla,Cervidae,Capreolus,Capreolus capreolus,M_91,136.3,45.03,1984,1.20E+00
Cetartiodactyla,Cervidae,Cetartiodactyla,Cervidae,Capreolus,Capreolus capreolus,M_91,136.3,45.03,1999,1.20E+00
Cetartiodactyla,Cervidae,Cetartiodactyla,Cervidae,Capreolus,Capreolus capreolus,M_91,136.3,45.03,1999,1.20E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Syncerus,Syncerus caffer,M_521,29.7,-16.1,1995,1.21E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Oryx,Oryx beisa,M_360,20.3878,-25.73231,1979,1.21E+00
Lagomorpha,Leporidae,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus bachmani,M_659,-115.21,28.19,2012,1.21E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Capra,Capra sibirica,M_743,7.17,44.7,2004,1.21E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Kobus,Kobus kob,M_253,14.69,11.29,1994,1.21E+00
Proboscidea,Elephantidae,Proboscidea,Elephantidae,Loxodonta,Loxodonta africana,M_280,29.7,-16.1,2003,1.21E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Syncerus,Syncerus caffer,M_521,23.1,-19.4,1994,1.22E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Damaliscus,Damaliscus pygargus,M_167,22.8,-33.9,1995,1.22E+00
Cetartiodactyla,Cervidae,Cetartiodactyla,Cervidae,Alces,Alces americanus,M_16,15.083,59.083,2002,1.22E+00
Cetartiodactyla,Cervidae,Cetartiodactyla,Cervidae,Ozotoceros,Ozotoceros bezoarticus,M_373,-56.65,-18.98,2003,1.22E+00
Carnivora,Eupleridae,Carnivora,Eupleridae,Fossa,Fossa fossana,M_650,47.41,-21.23,2008,1.22E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Capra,Capra sibirica,M_743,8.33,46.24,2004,1.22E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Capra,Capra sibirica,M_743,7.11,45.21,2012,1.22E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Taurotragus,Taurotragus oryx,M_539,16.96,-22.5,1988,1.23E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Hippotragus,Hippotragus niger,M_235,28.5,-19.3,1995,1.23E+00
Primates,Cercopithecidae,Primates,Cercopithecidae,Chlorocebus,Chlorocebus tantalus,M_148,36.05,-0.41,1971,1.23E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Nanger,Nanger granti,M_330,35.583,-3.167,2011,1.23E+00
Carnivora,Canidae,Carnivora,Canidae,Urocyon,Urocyon littoralis,M_667,-118.435,33.393,2006,1.23E+00
Cetartiodactyla,Bovidae,Cetartiodactyla,Bovidae,Nanger,Nanger granti,M_330,35.583,-3.167,2002,1.24E+00
